scenario,foregrounds,regime,filtered,replicate,method,candidates,discoveries,false,false_any,fdp,signal,detected,endpoints,endpoint_detected,jumps,jump_detected
sparse,2,null,False,0,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,0,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,0,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,0,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,0,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,0,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,1,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,1,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,1,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,1,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,1,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,1,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,2,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,2,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,2,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,2,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,2,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,2,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,3,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,3,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,3,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,3,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,3,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,3,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,4,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,4,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,4,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,4,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,4,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,4,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,5,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,5,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,5,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,5,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,5,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,5,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,6,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,6,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,6,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,6,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,6,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,6,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,7,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,7,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,7,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,7,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,7,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,7,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,8,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,8,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,8,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,8,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,8,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,8,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,9,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,9,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,9,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,9,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,9,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,9,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,10,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,10,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,10,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,10,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,10,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,10,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,11,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,11,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,11,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,11,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,11,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,11,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,12,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,12,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,12,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,12,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,12,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,12,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,13,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,13,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,13,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,13,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,13,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,13,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,14,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,14,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,14,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,14,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,14,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,14,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,15,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,15,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,15,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,15,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,15,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,15,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,16,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,16,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,16,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,16,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,16,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,16,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,17,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,17,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,17,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,17,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,17,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,17,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,18,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,18,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,18,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,18,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,18,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,18,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,19,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,19,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,19,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,19,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,19,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,19,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,20,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,20,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,20,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,20,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,20,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,20,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,21,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,21,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,21,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,21,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,21,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,21,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,22,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,22,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,22,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,22,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,22,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,22,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,23,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,23,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,23,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,23,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,23,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,23,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,24,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,24,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,24,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,24,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,24,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,24,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,25,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,25,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,25,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,25,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,25,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,25,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,26,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,26,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,26,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,26,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,26,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,26,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,27,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,27,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,27,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,27,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,27,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,27,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,28,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,28,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,28,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,28,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,28,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,28,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,29,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,29,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,29,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,29,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,29,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,29,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,30,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,30,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,30,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,30,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,30,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,30,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,31,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,31,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,31,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,31,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,31,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,31,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,32,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,32,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,32,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,32,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,32,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,32,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,33,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,33,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,33,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,33,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,33,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,33,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,34,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,34,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,34,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,34,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,34,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,34,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,35,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,35,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,35,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,35,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,35,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,35,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,36,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,36,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,36,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,36,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,36,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,36,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,37,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,37,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,37,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,37,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,37,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,37,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,38,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,38,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,38,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,38,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,38,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,38,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,39,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,39,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,39,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,39,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,39,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,39,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,40,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,40,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,40,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,40,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,40,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,40,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,41,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,41,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,41,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,41,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,41,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,41,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,42,poisson,2,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,42,fixed,2,2,2,1,1.0,0,0,0,0,0,0
sparse,2,null,False,42,learned,2,2,2,1,1.0,0,0,0,0,0,0
sparse,2,null,True,42,poisson,2,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,42,fixed,2,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,42,learned,2,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,43,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,43,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,43,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,43,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,43,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,43,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,44,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,44,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,44,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,44,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,44,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,44,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,45,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,45,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,45,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,45,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,45,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,45,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,46,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,46,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,46,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,46,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,46,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,46,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,47,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,47,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,47,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,47,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,47,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,47,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,48,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,48,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,48,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,48,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,48,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,48,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,49,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,49,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,49,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,49,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,49,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,49,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,50,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,50,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,50,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,50,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,50,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,50,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,51,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,51,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,51,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,51,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,51,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,51,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,52,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,52,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,52,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,52,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,52,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,52,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,53,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,53,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,53,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,53,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,53,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,53,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,54,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,54,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,54,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,54,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,54,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,54,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,55,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,55,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,55,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,55,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,55,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,55,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,56,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,56,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,56,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,56,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,56,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,56,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,57,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,57,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,57,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,57,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,57,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,True,57,learned,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,58,poisson,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,58,fixed,0,0,0,0,0.0,0,0,0,0,0,0
sparse,2,null,False,58,learned,0,0,0,0,0.0,0,0,0,0,0,0
